geneId,uniqueDiseases,uniqueTherapeuticAreas,maxEQTLColoc,maxPQTLColoc,maxVEP,maxDistanceTSS,minEffectiveSampleSize,maxEffectiveSampleSize,earliestPublicationDate,cancerOrBenignTumor,infectiousDisease,pregnancyOrPerinatalDisease,disorderOfVisualSystem,cardiovascularDisease,pancreasDisease,gastrointestinalDisease,reproductiveSystemOrBreastDisease,integumentarySystemDisease,endocrineSystemDisease,respiratoryOrThoracicDisease,urinarySystemDisease,musculoskeletalOrConnectiveTissueDisease,disorderOfEar,immuneSystemDisease,hematologicDisease,nervousSystemDisease,psychiatricDisorder,nutritionalOrMetabolicDisease,geneticFamilialOrCongenitalDisease,injuryPoisoningOrOtherComplication,signOrSymptom,other,totalStudies,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount,tissueSpecificity,tissueDistribution,Term,ID
ENSG00000111275,23,11,1,0,1,1,608.526600541028,1424218.0900670097,2009-08-18,7,0,0,0,9,1,0,0,0,0,2,0,9,0,1,0,2,1,1,1,0,0,5,39,ALDH2,0.010999978,1.6597,-0.37307,4,0.5,-1.0,,
ENSG00000119866,28,11,1,0,0,1,17601.10520641419,1778690.168860174,2010-06-27,12,5,0,3,1,25,0,0,0,0,0,1,1,0,0,0,11,0,0,6,0,4,7,76,BCL11A,0.875,3.6173,0.3729,4,0.5,0.0,Disease;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1643685;R-HSA-5663202
ENSG00000123384,28,11,1,0,0,1,1458.170321264661,464892.4593283075,2011-06-12,2,0,0,1,40,0,0,0,2,0,1,0,1,0,1,0,1,0,0,2,0,1,7,59,LRP1,0.88199997,12.037,3.5169,2,0.5,-1.0,,
ENSG00000138378,33,11,1,0,1,1,509.27868852459017,381165.6245253304,2008-01-20,7,2,0,5,2,1,0,0,0,18,0,37,33,0,4,0,0,0,0,21,0,0,3,133,STAT4,0.49699998,3.2053,0.59407,6,0.5,-1.0,Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins,R-HSA-1280215;R-HSA-168256;R-HSA-449147
ENSG00000139531,23,11,1,1,0,1,2209.8301559792026,360837.067725683,2007-06-07,6,1,0,2,0,5,0,0,2,1,16,0,5,0,3,0,0,0,0,4,0,0,2,47,SUOX,-0.12800002,1.2698,2.059,1,-1.0,-1.0,,
ENSG00000162594,32,11,1,1,1,1,1233.0624505928854,381165.6245253304,2007-03-05,1,0,0,2,0,3,10,0,8,1,0,1,14,0,4,0,0,0,0,104,0,0,2,150,IL23R,0.26099998,1.5917,1.0305,2,0.5,0.5,Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Interleukin-4 and Interleukin-13 signaling,R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-6785807
ENSG00000166603,24,11,0,0,1,1,2795.536480686695,1424218.0900670097,2009-01-18,0,2,0,1,6,27,3,0,2,0,0,0,9,0,0,0,1,0,19,1,0,0,6,77,MC4R,-0.34099996,0.31113,-0.04436,3,0.75,0.5,Signal Transduction;Developmental Biology,R-HSA-162582;R-HSA-1266738
ENSG00000168769,34,11,1,0,1,1,3747.57310565635,1778690.168860174,2009-09-20,42,0,0,0,1,3,2,0,1,0,11,0,5,0,1,0,5,0,0,3,0,0,4,78,TET2,-0.997,0.33568,1.3445,2,0.5,0.0,Developmental Biology;Gene expression (Transcription),R-HSA-1266738;R-HSA-74160
ENSG00000169047,19,11,1,0,0,1,4829.761896437188,804063.9714459113,2012-09-01,1,0,0,2,5,21,1,0,0,0,0,3,1,0,0,0,2,0,1,2,0,0,4,43,IRS1,0.32599998,1.1712,0.23413,18,-1.0,0.0,Signal Transduction;Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;HCMV Late Events;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-9610379;R-HSA-9006934;R-HSA-5663202
ENSG00000169519,26,11,1,0,0,1,51306.385885072414,1076472.0138856068,2018-11-26,0,0,0,1,3,0,1,1,0,0,1,0,2,0,0,0,12,0,2,1,0,1,6,31,METTL15,-0.21399999,0.81886,0.079822,0,-1.0,-1.0,,
ENSG00000182568,26,11,1,0,0,1,9770.187636657778,1778690.168860174,2010-11-21,2,0,0,0,2,2,0,0,6,1,2,1,0,0,2,0,11,0,0,6,0,0,4,39,SATB1,0.791,4.7431,0.56286,2,0.75,-1.0,Post-translational protein modification,R-HSA-597592
ENSG00000185650,28,11,1,0,0,1,7933.736701823757,562534.7696387965,2009-05-10,25,0,0,3,3,5,0,0,1,1,7,0,3,0,2,0,0,0,0,9,0,0,6,65,ZFP36L1,0.464,2.5976,-0.82291,1,-1.0,-1.0,,
ENSG00000186047,27,11,1,0,0,1,16208.587263816955,1470466.6505612188,2018-11-08,20,0,0,2,2,15,0,0,0,1,2,0,6,0,1,0,0,0,0,4,0,2,13,68,DLEU7,-0.90199995,-1.5756,-0.93928,0,1.0,1.0,,
ENSG00000205189,27,11,1,0,0,1,1702.4,1424218.0900670097,2013-12-30,13,0,0,1,1,1,0,0,11,0,38,0,0,0,4,0,1,0,0,1,0,1,6,78,ZBTB10,0.374,-0.13009,-3.0025,0,-1.0,-1.0,,
ENSG00000215817,37,11,1,0,0,1,2354.946760250557,1470466.6505612188,2018-07-27,0,0,0,8,4,11,9,0,0,0,3,0,31,0,1,0,1,0,2,4,0,0,40,114,ZC3H11B,0.25300002,2.0605,1.5444,0,1.0,1.0,,
ENSG00000075884,28,10,1,0,0,1,4917.108320036471,1778690.168860174,2017-06-06,0,0,0,0,4,0,22,0,0,0,2,2,1,0,0,0,3,3,0,2,0,1,9,49,ARHGAP15,-0.13399994,0.2856,0.27912,2,0.75,-1.0,Signal Transduction,R-HSA-162582
ENSG00000089225,32,10,0,0,0,1,525.0788381742739,672632.4785173276,2013-04-01,13,0,0,0,42,0,4,6,0,0,1,0,2,0,0,0,2,0,0,6,0,2,9,87,TBX5,0.73300004,1.6232,-0.64064,3,0.5,0.5,Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160
ENSG00000128604,32,10,1,0,0,1,1224.8497854077252,384314.83364002535,2008-01-20,16,3,0,6,0,0,2,0,2,0,0,27,27,0,3,0,0,0,0,24,0,0,4,114,IRF5,0.464,2.4893,0.34224,3,-1.0,0.0,Cytokine Signaling in Immune system;Immune System,R-HSA-1280215;R-HSA-168256
ENSG00000136573,20,10,1,0,0,1,1316.6666666666667,466632.7979326389,2008-01-20,3,1,0,1,0,0,4,0,0,1,0,23,16,0,0,0,1,0,0,11,0,0,3,64,BLK,-0.29499996,-2.5547,-2.3353,2,0.75,0.5,Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160
ENSG00000137507,36,10,1,0,0,1,1913.3228840125391,562534.7696387965,2008-06-29,6,1,0,2,0,0,2,0,23,0,72,0,0,0,8,0,0,0,0,26,0,1,13,154,LRRC32,0.297,1.0292,0.86657,0,-1.0,-1.0,,
ENSG00000163638,15,10,1,0,0,1,10023.250789889415,1424218.0900670097,2008-03-30,5,1,0,1,0,11,0,0,0,0,2,1,2,0,0,0,0,0,1,4,0,0,1,29,ADAMTS9,0.531,1.5284,-1.1882,3,0.5,0.0,Disease;Post-translational protein modification,R-HSA-1643685;R-HSA-597592
ENSG00000171105,19,10,1,0,0,1,4575.628131795794,1424218.0900670097,2012-08-12,1,0,0,0,9,10,1,0,0,26,0,0,7,0,0,0,0,0,1,6,1,0,2,64,INSR,0.444,5.4734,0.4161,6,-1.0,-1.0,Signal Transduction;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-9006934
ENSG00000181634,19,10,1,0,0,1,985.590015128593,258213.8601133611,2008-06-29,3,3,0,0,0,1,0,0,0,2,1,4,1,0,1,0,0,0,0,39,0,0,2,57,TNFSF15,0.014999986,0.31414,-0.12838,1,0.5,0.0,Cytokine Signaling in Immune system;Immune System,R-HSA-1280215;R-HSA-168256
ENSG00000077092,17,10,0,0,0,1,13045.478778177418,1778690.168860174,2019-02-25,2,0,1,14,0,3,2,0,0,0,5,0,0,0,0,0,3,0,7,1,0,0,5,43,RARB,0.523,3.1336,-0.40864,3,-1.0,0.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription),R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160
ENSG00000079691,20,10,0,0,0,1,2568.3760200548704,574782.4268116049,2011-11-06,0,0,0,6,1,2,2,0,0,0,0,1,2,0,0,0,1,0,3,4,0,0,8,30,CARMIL1,0.394,2.0427,0.40592,1,-1.0,0.0,,
ENSG00000118503,21,10,1,0,1,1,1195.9378109452737,562534.7696387965,2007-11-04,0,1,0,1,0,3,0,0,4,0,9,26,21,0,3,0,0,0,0,24,0,0,4,96,TNFAIP3,0.791,2.6717,1.5073,6,0.5,-1.0,Signal Transduction;Immune System;Post-translational protein modification,R-HSA-162582;R-HSA-168256;R-HSA-597592
ENSG00000135272,19,10,1,0,1,1,40486.1226680631,1990918.947961699,2021-06-29,0,1,0,0,3,0,0,0,0,0,3,0,7,0,1,0,7,1,0,1,0,1,5,30,MDFIC,-0.50100005,-0.70486,0.069987,0,-1.0,-1.0,,
ENSG00000142700,18,10,0,0,1,1,19827.24327071012,437137.9986908925,2017-06-09,5,0,0,0,4,5,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,1,3,24,DMRTA2,-0.23599994,-2.213,-4.7169,0,0.5,0.5,,
ENSG00000149485,26,10,1,0,0,1,2651.987951807229,562534.7696387965,2014-09-07,6,1,0,0,5,0,0,0,1,1,6,0,1,0,0,0,0,0,0,4,0,1,5,31,FADS1,0.572,3.4415,0.23049,3,-1.0,-1.0,,
ENSG00000164093,41,10,0,0,0,1,1959.2518901711103,756470.9740366563,2007-07-01,1,0,0,12,216,0,4,0,0,0,4,0,0,0,0,10,2,0,0,34,2,0,29,314,PITX2,0.59000003,2.2361,0.78279,1,0.5,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-8864260
ENSG00000169194,25,10,1,0,1,1,2758.3907212758245,562534.7696387965,2009-01-25,2,1,0,0,0,2,0,0,22,0,33,0,1,0,2,0,0,0,0,14,0,1,7,85,IL13,-0.36399996,0.54219,0.46894,2,1.0,1.0,Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Interleukin-18 signaling;Interleukin-4 and Interleukin-13 signaling,R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-9012546;R-HSA-6785807
ENSG00000173068,37,10,1,0,0,1,2047.7477081041438,1424218.0900670097,2009-08-02,60,0,0,6,3,1,0,0,1,0,2,0,6,0,0,0,2,0,0,1,0,0,14,96,BNC2,0.635,0.84672,-0.95407,0,0.5,0.0,,
ENSG00000175354,23,10,1,0,0,1,2209.8301559792026,574782.4268116049,2007-06-06,1,0,0,0,0,13,1,0,4,7,0,1,15,0,4,0,0,0,0,30,0,0,1,77,PTPN2,0.38200003,1.7163,0.039378,4,0.5,-1.0,Signal Transduction;Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-9006934
ENSG00000183765,60,10,1,0,1,1,4074.958527607362,521818.7070055739,2012-09-09,65,0,0,18,0,0,1,5,0,2,1,0,3,0,0,2,0,0,0,5,0,0,9,111,CHEK2,-0.39900005,-0.016674,1.2863,8,-1.0,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-75035
ENSG00000184937,32,10,1,0,0,1,3053.277947180733,461914.58891516324,2012-02-05,18,1,1,0,6,3,5,15,0,0,0,0,1,0,0,0,0,0,0,2,0,0,40,92,WT1,0.747,1.4207,-1.313,2,0.5,0.0,Developmental Biology,R-HSA-1266738
ENSG00000185294,24,10,0,0,1,1,564.7745556594948,523652.45223581506,2011-02-01,3,6,0,2,1,0,0,0,0,0,4,4,3,0,0,0,7,0,0,5,0,0,2,37,SPPL2C,-0.12100005,0.30519,0.49912,0,1.0,0.5,,
ENSG00000185811,23,10,1,0,0,1,513.2780765580512,382631.1172224132,2008-06-29,16,0,0,0,0,1,1,0,5,0,4,13,1,0,3,0,0,0,0,18,0,0,3,65,IKZF1,0.68,3.4314,0.39099,1,0.75,0.0,Signal Transduction,R-HSA-162582
ENSG00000198740,34,10,1,0,0,1,6712.63652527305,521818.7070055739,2013-04-01,10,2,0,3,18,0,0,0,8,0,31,0,2,0,1,0,7,0,0,0,0,0,14,96,ZNF652,0.527,2.3916,0.80824,0,-1.0,0.0,,
ENSG00000008196,30,10,0,0,0,1,7794.273577144567,1470466.6505612188,2018-07-27,0,0,0,8,4,12,0,0,0,0,0,9,9,0,0,0,3,0,7,2,0,2,2,58,TFAP2B,0.647,1.6348,0.19786,5,0.5,0.5,Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Post-translational protein modification;Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-597592;R-HSA-8864260
ENSG00000020633,27,10,1,0,1,1,8994.718522284358,562534.7696387965,2011-07-10,1,0,0,0,3,2,0,0,10,4,12,0,5,0,5,0,0,0,0,23,0,0,6,71,RUNX3,0.302,1.1651,-1.3177,10,0.5,0.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);RUNX3 regulates CDKN1A transcription;RUNX3 Regulates Immune Response and Cell Migration;Formation of the beta-catenin:TCF transactivating complex;Transcriptional regulation by RUNX3;Binding of TCF/LEF:CTNNB1 to target gene promoters;RUNX3 regulates WNT signaling,R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-8941855;R-HSA-8949275;R-HSA-201722;R-HSA-8878159;R-HSA-4411364;R-HSA-8951430
ENSG00000073792,15,10,1,0,0,1,690.0730593607306,1424218.0900670097,2007-04-26,3,0,1,6,1,63,0,0,0,3,0,4,0,0,0,0,4,0,1,2,0,0,0,88,IGF2BP2,0.675,3.0213,0.16825,1,-1.0,0.0,,
ENSG00000077498,43,10,1,0,1,1,3640.455608057697,1778690.168860174,2009-07-05,70,0,0,5,0,1,0,1,15,0,0,0,2,0,0,0,12,0,0,6,6,0,5,123,TYR,-0.34599996,-0.8461,-0.75169,2,1.0,1.0,Developmental Biology,R-HSA-1266738
ENSG00000081237,22,10,1,0,1,1,14698.010216795416,562534.7696387965,2016-07-11,1,0,0,0,0,0,0,0,1,6,16,3,6,0,3,0,0,0,0,4,0,1,1,42,PTPRC,0.657,1.9632,0.77258,3,0.5,-1.0,Immune System;Developmental Biology;Phosphorylation of CD3 and TCR zeta chains,R-HSA-168256;R-HSA-1266738;R-HSA-202427
ENSG00000085276,24,10,0,0,0,1,1752.5653533458412,756470.9740366563,2010-05-30,9,1,2,10,19,0,6,0,0,0,14,0,2,0,0,0,0,0,0,3,0,0,1,67,MECOM,0.839,2.4195,0.80606,3,0.5,0.0,Signal Transduction;Developmental Biology,R-HSA-162582;R-HSA-1266738
ENSG00000102837,26,10,0,1,0,1,103081.39001430024,1778690.168860174,2016-08-01,0,1,0,0,0,5,3,0,0,0,3,1,0,0,0,0,21,0,1,1,0,2,4,42,OLFM4,-0.16299999,0.80618,-0.15278,1,0.5,0.0,Immune System,R-HSA-168256
ENSG00000104447,28,10,1,0,0,1,11608.613380386345,1424218.0900670097,2018-05-08,16,0,0,3,1,11,3,0,6,0,0,0,1,0,0,0,3,0,0,3,0,0,3,50,TRPS1,0.886,2.597,0.92413,0,1.0,-1.0,,
ENSG00000107485,34,10,1,0,0,1,725.727950310559,562534.7696387965,2013-08-30,19,0,0,0,0,1,0,1,6,2,43,0,7,0,7,0,0,0,0,4,0,0,3,93,GATA3,0.624,1.3283,-1.7684,6,0.5,0.0,Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Signaling by Interleukins;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling,R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-449147;R-HSA-597592;R-HSA-6785807
ENSG00000117560,17,10,0,0,0,1,17257.066666666666,360837.067725683,2011-11-06,0,0,0,3,1,2,0,0,8,0,8,1,1,0,2,0,0,0,0,4,0,0,1,31,FASLG,0.394,1.1044,0.58368,10,0.5,0.5,Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Signaling by Interleukins;Interleukin-4 and Interleukin-13 signaling,R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-449147;R-HSA-6785807
ENSG00000117586,16,10,1,0,0,1,2240.9147424511543,360837.067725683,2009-10-18,0,1,0,1,0,0,0,0,4,0,11,16,4,0,1,0,1,0,0,2,0,0,6,47,TNFSF4,0.00999999,1.1459,0.92483,1,-1.0,0.0,Cytokine Signaling in Immune system;Immune System,R-HSA-1280215;R-HSA-168256
ENSG00000119408,23,10,1,0,0,1,25245.96296044253,562534.7696387965,2019-07-30,2,1,0,0,0,0,2,0,0,5,16,0,1,0,1,0,1,0,0,3,0,0,2,34,NEK6,0.032000005,1.9239,-0.10481,3,0.5,-1.0,,
ENSG00000124562,17,10,1,0,0,1,5020.480367868098,1129585.974638378,2018-08-13,2,0,0,0,4,0,0,0,0,1,0,2,6,0,0,0,4,0,2,4,0,1,5,31,SNRPC,0.096000016,1.8882,0.05946,1,-1.0,-1.0,,
ENSG00000124782,29,10,1,0,1,1,1898.2549302549303,1470466.6505612188,2018-08-09,4,0,0,2,2,28,0,0,0,0,3,0,27,0,1,0,1,0,0,2,0,0,11,81,RREB1,0.634,-1.9338,-4.7151,0,-1.0,-1.0,,
ENSG00000125798,17,10,1,0,0,1,2344.979769824783,1424218.0900670097,2016-05-16,1,0,2,0,1,3,0,0,0,19,0,0,1,0,1,0,0,0,1,4,0,0,2,35,FOXA2,0.482,-0.91998,-1.5673,6,0.5,0.5,Developmental Biology;Formation of definitive endoderm,R-HSA-1266738;R-HSA-9823730
ENSG00000128573,34,10,1,0,0,1,40569.14132202889,1990918.947961699,2018-08-13,0,0,0,1,2,0,3,0,0,0,1,0,17,0,0,0,20,2,0,1,0,13,5,65,FOXP2,0.843,3.1178,-0.51476,0,0.5,0.0,,
ENSG00000133103,19,10,1,0,1,1,2209.8301559792026,562534.7696387965,2013-12-25,21,1,0,0,2,0,0,0,0,0,10,1,15,0,3,0,2,0,0,2,0,0,5,62,COG6,-0.05700004,0.20587,-0.58911,3,-1.0,-1.0,Post-translational protein modification,R-HSA-597592
ENSG00000138795,15,10,1,0,0,1,4767.159193524651,427337.4491868293,2013-06-16,1,0,0,0,6,0,0,0,1,1,1,1,2,0,1,0,0,0,1,2,0,0,0,17,LEF1,0.541,2.1888,0.4635,16,1.0,0.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Regulation of MITF-M-dependent genes involved in cell cycle and proliferation;Formation of the beta-catenin:TCF transactivating complex;Transcriptional regulation by RUNX3;Binding of TCF/LEF:CTNNB1 to target gene promoters;RUNX3 regulates WNT signaling,R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-9825892;R-HSA-201722;R-HSA-8878159;R-HSA-4411364;R-HSA-8951430
ENSG00000140836,33,10,1,0,1,1,2274.83989021043,1424218.0900670097,2009-07-13,4,0,0,0,65,6,4,0,0,0,2,1,0,0,0,0,5,0,2,3,0,0,4,96,ZFHX3,0.811,-0.17206,-3.0289,1,-1.0,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);RUNX3 regulates CDKN1A transcription;Transcriptional regulation by RUNX3,R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-8941855;R-HSA-8878159
ENSG00000150637,13,10,1,1,1,1,4800.0,574782.4268116049,2007-06-06,2,0,0,0,0,6,1,0,0,4,1,2,2,0,1,0,0,0,0,3,0,0,1,23,CD226,-0.011999965,0.67634,0.34746,1,0.75,0.0,Immune System,R-HSA-168256
ENSG00000151353,23,10,0,0,0,1,4713.845260560313,1470466.6505612188,2012-04-08,1,1,0,0,5,16,0,0,3,0,1,0,13,0,0,0,1,0,13,0,0,0,4,58,TMEM18,-0.19799995,-0.33723,-1.1294,0,-1.0,-1.0,,
ENSG00000152804,22,10,1,0,0,1,2334.9276231263384,1424218.0900670097,2007-04-26,0,0,1,2,2,48,0,0,0,0,11,2,0,0,2,0,2,0,0,2,0,0,3,75,HHEX,0.347,0.096694,-0.94914,2,0.5,0.0,Developmental Biology,R-HSA-1266738
ENSG00000154822,18,10,1,0,0,1,2209.8301559792026,1076472.0138856068,2013-12-25,2,0,0,0,1,1,5,0,0,0,2,0,6,0,0,0,5,1,0,10,0,0,1,34,PLCL2,0.909,5.1126,1.1303,0,0.5,0.0,,
ENSG00000164180,25,10,1,0,0,1,1493.7220461747397,1778690.168860174,2016-08-01,0,1,0,8,4,2,2,0,0,0,0,0,0,0,0,0,20,1,3,2,0,0,2,45,TMEM161B,0.20999998,1.8001,1.1806,0,-1.0,-1.0,,
ENSG00000170927,12,10,1,0,1,1,7794.273577144567,1424218.0900670097,2018-06-11,2,0,0,30,3,2,0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,1,45,PKHD1,0.21700001,1.7677,1.8406,0,0.75,0.5,,
ENSG00000172575,24,10,1,0,0,1,2209.8301559792026,1778690.168860174,2012-09-06,1,0,0,0,4,21,0,0,0,11,0,5,14,0,3,0,9,0,0,7,0,0,1,76,RASGRP1,0.462,3.0281,0.797,6,0.5,0.0,Signal Transduction;Immune System,R-HSA-162582;R-HSA-168256
ENSG00000173334,39,10,0,0,0,1,576.1087314662274,782476.8109259979,2008-06-29,7,0,0,0,28,1,14,0,6,0,0,0,1,0,1,0,0,0,7,28,0,0,28,121,TRIB1,0.15499997,-0.28706,-1.4925,1,0.5,-1.0,Signal Transduction;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-9006934
ENSG00000175806,18,10,1,0,0,1,18146.19789076567,765591.3646788632,2016-08-12,2,0,0,0,2,3,3,0,0,1,0,1,1,0,0,0,7,0,0,2,0,0,3,25,MSRA,-0.97599995,-4.2767,-2.6877,1,0.5,0.0,,
ENSG00000177468,18,10,0,0,0,1,5020.480367868098,448058.917711015,2008-09-14,1,1,0,0,1,0,1,1,0,0,2,0,16,0,2,0,0,0,0,21,0,0,1,47,OLIG3,-0.398,-0.79948,-1.2445,0,,,,
ENSG00000178568,19,10,1,1,0,1,1917.911348018195,1778690.168860174,2015-09-29,6,0,0,1,6,9,0,1,0,0,1,1,2,0,0,0,4,0,0,7,0,0,0,38,ERBB4,0.643,2.8306,0.13765,20,0.5,0.0,Signal Transduction;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202
ENSG00000196616,29,10,0,1,1,1,608.526600541028,1424218.0900670097,2009-08-18,11,0,0,0,1,1,5,0,0,0,0,0,11,0,0,0,7,11,3,0,1,0,13,64,ADH1B,-0.013000011,0.80857,0.18902,1,0.5,0.0,,
ENSG00000196628,45,10,0,0,0,1,1961.9637827131714,1778690.168860174,2009-07-01,2,0,0,23,0,9,1,0,0,0,0,1,4,0,0,0,29,0,0,13,0,2,9,93,TCF4,0.904,4.5772,1.4795,3,-1.0,-1.0,Signal Transduction;Developmental Biology;Formation of the beta-catenin:TCF transactivating complex,R-HSA-162582;R-HSA-1266738;R-HSA-201722
ENSG00000203760,18,10,1,0,0,1,7543.35234676665,1424218.0900670097,2009-05-10,3,1,0,3,4,24,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,42,CENPW,0.45,0.010407,0.21892,1,0.5,-1.0,,
ENSG00000089169,14,9,1,0,0,1,5934.5695905238435,280228.4034560385,2015-04-01,4,0,0,0,5,3,0,0,0,2,1,0,3,0,0,0,1,0,0,1,0,0,2,22,RPH3A,0.361,1.6481,0.61954,0,1.0,0.0,,
ENSG00000100393,20,9,1,0,1,1,15866.724081734988,1778690.168860174,2014-07-22,0,0,0,0,2,1,2,0,0,0,1,0,2,0,0,0,23,0,2,1,0,0,1,35,EP300,0.83599997,2.6711,-3.7529,59,-1.0,-1.0,Signal Transduction;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Signaling by Receptor Tyrosine Kinases;Zygotic genome activation (ZGA);Diseases of signal transduction by growth factor receptors and second messengers;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Formation of the beta-catenin:TCF transactivating complex;Post-translational protein modification;Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors;Transcriptional regulation by RUNX3,R-HSA-162582;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-9006934;R-HSA-9819196;R-HSA-5663202;R-HSA-2173796;R-HSA-2173793;R-HSA-201722;R-HSA-597592;R-HSA-8864260;R-HSA-8878159
ENSG00000111540,15,9,1,0,0,1,2233.925729442971,405722.3511294316,2019-03-28,2,0,0,1,0,1,0,0,1,2,9,0,1,0,1,0,0,0,0,2,0,0,0,20,RAB5B,0.467,2.3823,0.67914,6,-1.0,-1.0,Immune System;Disease;TBC/RABGAPs;Rab regulation of trafficking;Post-translational protein modification,R-HSA-168256;R-HSA-1643685;R-HSA-8854214;R-HSA-9007101;R-HSA-597592
ENSG00000114054,17,9,1,0,0,1,55416.28042655659,1470466.6505612188,2017-12-06,1,0,0,0,13,2,0,0,0,0,0,0,4,0,0,0,4,0,2,1,0,1,2,30,PCCB,0.157,-0.96306,-0.68668,4,0.5,-1.0,Disease,R-HSA-1643685
ENSG00000135100,24,9,0,0,1,1,4991.807042932947,1424218.0900670097,2017-07-17,0,2,0,1,16,24,6,0,0,0,0,0,0,0,0,0,1,0,3,11,0,0,7,71,HNF1A,0.523,2.0902,0.14206,1,0.75,0.5,Developmental Biology,R-HSA-1266738
ENSG00000140968,27,9,1,0,0,1,1017.6823425022183,381165.6245253304,2009-06-14,11,1,0,0,0,0,7,0,0,1,0,16,10,0,3,0,0,0,0,29,0,0,4,82,IRF8,0.538,1.3131,-1.8765,2,0.5,0.0,Cytokine Signaling in Immune system;Immune System,R-HSA-1280215;R-HSA-168256
ENSG00000141376,24,9,0,0,0,1,2989.6745085401226,1470466.6505612188,2015-05-13,2,0,0,8,4,0,0,0,0,4,0,17,25,0,0,3,0,0,0,4,0,0,5,72,BCAS3,0.42000002,2.837,0.55408,0,-1.0,-1.0,,
