approvedSymbol	geneId	ID	Term	uniqueDiseases	UMAP 1	UMAP 2	cluster
ANLN	ENSG00000011426	R-HSA-162582	Signal Transduction	1	5.0764904	-14.570229	10
ANO1	ENSG00000131620	R-HSA-1643685	Disease	6	-12.547438	-3.4537556	3
ANO10	ENSG00000160746	R-HSA-1643685;R-HSA-2672351	Disease;Stimuli-sensing channels	5	10.047031	-4.248366	-1
ANO2	ENSG00000047617	R-HSA-1643685;R-HSA-381753;R-HSA-2672351	Disease;Olfactory Signaling Pathway;Stimuli-sensing channels	3	9.917684	-3.51164	-1
ANO3	ENSG00000134343	R-HSA-1643685;R-HSA-2672351	Disease;Stimuli-sensing channels	5	10.081245	-4.139873	-1
ANO5	ENSG00000171714	R-HSA-1643685;R-HSA-2672351	Disease;Stimuli-sensing channels	2	10.144965	-4.21076	-1
ANO7	ENSG00000146205	R-HSA-1643685;R-HSA-2672351	Disease;Stimuli-sensing channels	3	10.195822	-4.2676377	-1
ANO8	ENSG00000074855	R-HSA-1643685;R-HSA-2672351;R-HSA-597592	Disease;Stimuli-sensing channels;Post-translational protein modification	1	22.917473	18.043825	44
ANPEP	ENSG00000166825	R-HSA-168256;R-HSA-2022377	Immune System;Metabolism of Angiotensinogen to Angiotensins	4	7.0174804	6.447848	-1
ANTXR1	ENSG00000169604	R-HSA-1643685	Disease	9	-13.019208	-2.7378395	3
ANTXR2	ENSG00000163297	R-HSA-1643685	Disease	2	-12.816356	-2.581839	3
ANXA1	ENSG00000135046	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Interleukin-4 and Interleukin-13 signaling	1	-3.0923896	-0.50775373	50
ANXA2	ENSG00000182718	R-HSA-1280215;R-HSA-168256;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	1	-10.393515	-10.932192	29
AOC1	ENSG00000002726	R-HSA-168256	Immune System	6	-5.526781	-21.561716	31
AP1B1	ENSG00000100280	R-HSA-168256;R-HSA-1643685	Immune System;Disease	1	-6.8889985	17.663864	-1
AP1G1	ENSG00000166747	R-HSA-168256;R-HSA-1643685;R-HSA-432720	Immune System;Disease;Lysosome Vesicle Biogenesis	2	7.168395	1.4275707	-1
AP1S1	ENSG00000106367	R-HSA-168256;R-HSA-1643685;R-HSA-432720	Immune System;Disease;Lysosome Vesicle Biogenesis	1	7.062028	1.1427822	-1
AP1S3	ENSG00000152056	R-HSA-168256;R-HSA-1643685;R-HSA-432720	Immune System;Disease;Lysosome Vesicle Biogenesis	5	7.0789466	1.3003255	-1
AP2A2	ENSG00000183020	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-5099900;R-HSA-437239;R-HSA-3928665;R-HSA-9006934	Signal Transduction;Immune System;Developmental Biology;Disease;WNT5A-dependent internalization of FZD4;Recycling pathway of L1;EPH-ephrin mediated repulsion of cells;Signaling by Receptor Tyrosine Kinases	1	4.3519425	-0.2206158	58
AP3B1	ENSG00000132842	R-HSA-1643685;R-HSA-5663202	Disease;Diseases of signal transduction by growth factor receptors and second messengers	2	31.131609	21.20274	2
AP4B1	ENSG00000134262	R-HSA-432720	Lysosome Vesicle Biogenesis	10	5.6806154	1.2244136	-1
AP4E1	ENSG00000081014	R-HSA-432720	Lysosome Vesicle Biogenesis	3	5.7960987	1.345419	-1
APAF1	ENSG00000120868	R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription)	8	-1.1173081	6.499266	-1
APEH	ENSG00000164062	R-HSA-168256;R-HSA-72766	Immune System;Translation	2	-24.56462	17.983059	46
APH1B	ENSG00000138613	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-3928665;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;EPH-ephrin mediated repulsion of cells;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	3	11.453577	-2.6692219	52
APIP	ENSG00000149089	R-HSA-111461	Cytochrome c-mediated apoptotic response	1	3.7805154	2.8660297	-1
APOA1	ENSG00000118137	R-HSA-1643685;R-HSA-8964058;R-HSA-8963899;R-HSA-597592	Disease;HDL remodeling;Plasma lipoprotein remodeling;Post-translational protein modification	3	8.024201	1.2448515	-1
APOA4	ENSG00000110244	R-HSA-8963888;R-HSA-8963901;R-HSA-8963899	Chylomicron assembly;Chylomicron remodeling;Plasma lipoprotein remodeling	3	7.809986	1.3126422	-1
APOA5	ENSG00000110243	R-HSA-8963901;R-HSA-8963899;R-HSA-597592	Chylomicron remodeling;Plasma lipoprotein remodeling;Post-translational protein modification	24	8.1359625	0.715047	-1
APOB	ENSG00000084674	R-HSA-168256;R-HSA-8963888;R-HSA-8963901;R-HSA-8963899;R-HSA-597592	Immune System;Chylomicron assembly;Chylomicron remodeling;Plasma lipoprotein remodeling;Post-translational protein modification	17	8.207014	1.2947981	-1
APOC1	ENSG00000130208	R-HSA-162582	Signal Transduction	20	5.0930033	-14.664139	10
APOC3	ENSG00000110245	R-HSA-8963888;R-HSA-8963901;R-HSA-8964058;R-HSA-8963899	Chylomicron assembly;Chylomicron remodeling;HDL remodeling;Plasma lipoprotein remodeling	2	7.6855755	1.1290846	-1
APOC4	ENSG00000267467	R-HSA-162582	Signal Transduction	1	4.9315777	-14.496025	10
APOE	ENSG00000130203	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-9006934;R-HSA-8963888;R-HSA-8963901;R-HSA-8964058;R-HSA-8963899;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Signaling by Receptor Tyrosine Kinases;Chylomicron assembly;Chylomicron remodeling;HDL remodeling;Plasma lipoprotein remodeling;Post-translational protein modification	107	6.1325116	1.0208526	-1
APOF	ENSG00000175336	R-HSA-8963899	Plasma lipoprotein remodeling	5	-7.4247704	3.8704672	-1
APOL1	ENSG00000100342	R-HSA-597592	Post-translational protein modification	15	23.25442	2.1422246	21
APP	ENSG00000142192	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-9609523;R-HSA-1643685;R-HSA-449147;R-HSA-432720;R-HSA-597592	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Insertion of tail-anchored proteins into the endoplasmic reticulum membrane;Disease;Signaling by Interleukins;Lysosome Vesicle Biogenesis;Post-translational protein modification	6	6.60662	3.1998324	-1
AQP10	ENSG00000143595	R-HSA-432047	Passive transport by Aquaporins	1	3.5715668	1.7432693	-1
AQP2	ENSG00000167580	R-HSA-432047	Passive transport by Aquaporins	1	3.9050543	1.8966824	-1
AQP3	ENSG00000165272	R-HSA-432047	Passive transport by Aquaporins	2	3.7406907	1.8186924	-1
AQP4	ENSG00000171885	R-HSA-432047	Passive transport by Aquaporins	6	3.9903357	1.9518831	-1
AQP7	ENSG00000165269	R-HSA-432047	Passive transport by Aquaporins	1	3.9537392	1.8950095	-1
AR	ENSG00000169083	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Post-translational protein modification	5	-0.033069566	4.5554314	-1
ARAP1	ENSG00000186635	R-HSA-162582	Signal Transduction	3	5.1709003	-14.766694	10
ARAP2	ENSG00000047365	R-HSA-162582	Signal Transduction	2	4.94313	-14.572385	10
ARAP3	ENSG00000120318	R-HSA-162582	Signal Transduction	2	5.178369	-14.264212	10
ARC	ENSG00000198576	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	5	-16.739296	21.567455	9
AREG	ENSG00000109321	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202;R-HSA-597592	Signal Transduction;Developmental Biology;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	3	8.015262	-1.973372	-1
AREL1	ENSG00000119682	R-HSA-168256	Immune System	5	-5.5247726	-20.925896	31
ARF1	ENSG00000143761	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-8856688;R-HSA-6811434;R-HSA-432720;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Lysosome Vesicle Biogenesis;Post-translational protein modification	3	7.495019	2.2927525	-1
ARF5	ENSG00000004059	R-HSA-8856688;R-HSA-6811434;R-HSA-597592	Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Post-translational protein modification	2	-5.5680547	6.303101	-1
ARFGAP2	ENSG00000149182	R-HSA-162582;R-HSA-8856688;R-HSA-6811434;R-HSA-597592	Signal Transduction;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Post-translational protein modification	6	-5.0954866	6.317504	-1
ARG1	ENSG00000118520	R-HSA-168256	Immune System	1	-5.72892	-20.968145	31
ARHGAP1	ENSG00000175220	R-HSA-162582	Signal Transduction	5	5.305583	-14.473208	10
ARHGAP10	ENSG00000071205	R-HSA-162582	Signal Transduction	2	5.315291	-15.330089	10
ARHGAP12	ENSG00000165322	R-HSA-162582	Signal Transduction	3	5.8007874	-14.358024	10
ARHGAP15	ENSG00000075884	R-HSA-162582	Signal Transduction	28	5.145827	-14.362784	10
ARHGAP17	ENSG00000140750	R-HSA-162582	Signal Transduction	2	5.05396	-14.451844	10
ARHGAP19	ENSG00000213390	R-HSA-162582	Signal Transduction	2	5.296728	-14.668594	10
ARHGAP20	ENSG00000137727	R-HSA-162582	Signal Transduction	1	5.5269933	-14.340974	10
ARHGAP21	ENSG00000107863	R-HSA-162582	Signal Transduction	5	5.6267343	-14.119613	10
ARHGAP23	ENSG00000275832	R-HSA-162582	Signal Transduction	1	5.253136	-14.381293	10
ARHGAP24	ENSG00000138639	R-HSA-162582	Signal Transduction	3	5.1205893	-14.318636	10
ARHGAP26	ENSG00000145819	R-HSA-162582	Signal Transduction	11	5.5797195	-14.0468645	10
ARHGAP27	ENSG00000159314	R-HSA-162582	Signal Transduction	8	5.060228	-14.654304	10
ARHGAP28	ENSG00000088756	R-HSA-162582	Signal Transduction	3	5.1550183	-14.411378	10
ARHGAP31	ENSG00000031081	R-HSA-162582	Signal Transduction	4	5.1145167	-14.513552	10
ARHGAP4	ENSG00000089820	R-HSA-162582	Signal Transduction	1	5.4646935	-14.10928	10
ARHGAP42	ENSG00000165895	R-HSA-162582	Signal Transduction	10	5.744489	-14.150743	10
ARHGAP6	ENSG00000047648	R-HSA-162582	Signal Transduction	3	4.7609825	-14.774414	10
ARHGAP8	ENSG00000241484	R-HSA-162582	Signal Transduction	1	5.558473	-14.201754	10
ARHGAP9	ENSG00000123329	R-HSA-162582;R-HSA-168256	Signal Transduction;Immune System	1	24.028929	23.676128	49
ARHGEF12	ENSG00000196914	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	3	-12.888597	10.699958	42
ARHGEF15	ENSG00000198844	R-HSA-162582	Signal Transduction	1	4.853526	-15.082562	10
ARHGEF16	ENSG00000130762	R-HSA-162582	Signal Transduction	5	5.529123	-14.382164	10
ARHGEF18	ENSG00000104880	R-HSA-162582	Signal Transduction	1	5.2602377	-14.228396	10
ARHGEF19	ENSG00000142632	R-HSA-162582	Signal Transduction	2	5.4861083	-14.325678	10
ARHGEF26	ENSG00000114790	R-HSA-162582	Signal Transduction	11	5.0748777	-14.409579	10
ARHGEF28	ENSG00000214944	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	7	-12.97128	10.848485	42
ARHGEF3	ENSG00000163947	R-HSA-162582	Signal Transduction	7	5.073998	-14.369815	10
ARHGEF38	ENSG00000236699	R-HSA-162582	Signal Transduction	2	5.3410897	-14.701579	10
ARHGEF40	ENSG00000165801	R-HSA-162582	Signal Transduction	1	5.747411	-14.075338	10
ARHGEF5	ENSG00000050327	R-HSA-162582	Signal Transduction	3	5.382116	-14.5879965	10
ARHGEF6	ENSG00000129675	R-HSA-162582;R-HSA-446388;R-HSA-397795	Signal Transduction;Regulation of cytoskeletal remodeling and cell spreading by IPP complex components;G-protein beta:gamma signalling	1	5.917993	0.35649958	-1
ARID1A	ENSG00000117713	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	8	-1.4797233	9.980434	43
ARID1B	ENSG00000049618	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	9	-1.241314	9.745369	43
ARID2	ENSG00000189079	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	4	10.298796	18.643093	36
ARID3A	ENSG00000116017	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	5	9.571162	17.841957	36
ARID4A	ENSG00000032219	R-HSA-1643685	Disease	4	-12.4356	-2.965259	3
ARL3	ENSG00000138175	R-HSA-5620920	Cargo trafficking to the periciliary membrane	3	20.505804	-5.015186	28
ARL4C	ENSG00000188042	R-HSA-162582	Signal Transduction	3	5.6294274	-14.091713	10
ARNT	ENSG00000143437	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	2	9.610709	17.824066	36
ARNT2	ENSG00000172379	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	5	10.278638	18.501162	36
ARPC1B	ENSG00000130429	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685	Signal Transduction;Immune System;Developmental Biology;Disease	2	6.4198084	-0.99014056	-1
ARPC2	ENSG00000163466	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685	Signal Transduction;Immune System;Developmental Biology;Disease	1	6.3367653	-0.6417217	-1
ARPC5	ENSG00000162704	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685	Signal Transduction;Immune System;Developmental Biology;Disease	1	6.371728	-0.92074925	-1
ART3	ENSG00000156219	R-HSA-597592	Post-translational protein modification	1	24.522238	1.6292107	21
ART4	ENSG00000111339	R-HSA-597592	Post-translational protein modification	4	23.491	1.6847497	21
AS3MT	ENSG00000214435	R-HSA-156580	Phase II - Conjugation of compounds	14	-0.65463144	13.508931	25
ASAH1	ENSG00000104763	R-HSA-168256;R-HSA-1266738	Immune System;Developmental Biology	4	4.7960567	6.7690153	-1
ASAP1	ENSG00000153317	R-HSA-5620916;R-HSA-5620920	VxPx cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	1	20.280071	-5.401422	28
ASB1	ENSG00000065802	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	2	-24.892038	17.73526	46
ASB13	ENSG00000196372	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	3	-24.810425	17.422533	46
ASB3	ENSG00000115239	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	4	-24.864338	18.005548	46
ASB7	ENSG00000183475	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	5	-24.920948	17.695211	46
ASCC1	ENSG00000138303	R-HSA-73942	DNA Damage Reversal	3	8.120223	2.3967736	-1
ASCC2	ENSG00000100325	R-HSA-73942	DNA Damage Reversal	6	8.428512	2.0431929	-1
ASCC3	ENSG00000112249	R-HSA-73942	DNA Damage Reversal	4	8.428686	2.0269768	-1
ASGR1	ENSG00000141505	R-HSA-597592	Post-translational protein modification	4	23.345064	1.9595555	21
ASGR2	ENSG00000161944	R-HSA-597592	Post-translational protein modification	1	24.13019	1.0517111	21
ASIC2	ENSG00000108684	R-HSA-2672351	Stimuli-sensing channels	1	16.809753	-18.909906	15
ASMT	ENSG00000196433	R-HSA-209776	Metabolism of amine-derived hormones	1	0.4339521	23.003357	4
ASXL1	ENSG00000171456	R-HSA-597592	Post-translational protein modification	5	23.186596	2.0288146	21
ASXL2	ENSG00000143970	R-HSA-597592	Post-translational protein modification	4	24.193867	1.3413861	21
ASZ1	ENSG00000154438	R-HSA-74160;R-HSA-211000	Gene expression (Transcription);Gene Silencing by RNA	2	-10.900115	22.602352	-1
ATAD3B	ENSG00000160072	R-HSA-168256	Immune System	2	-5.6895995	-22.387026	31
ATF1	ENSG00000123268	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-9006934	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases	7	-1.9656085	-0.983128	50
ATF7IP	ENSG00000171681	R-HSA-74160	Gene expression (Transcription)	6	1.5467222	26.830479	14
ATG5	ENSG00000057663	R-HSA-168256;R-HSA-8934903	Immune System;Receptor Mediated Mitophagy	7	6.8486447	4.2361493	-1
ATG7	ENSG00000197548	R-HSA-168256;R-HSA-1643685;R-HSA-5663202	Immune System;Disease;Diseases of signal transduction by growth factor receptors and second messengers	5	10.75688	-0.040405612	-1
ATM	ENSG00000149311	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease	11	14.438683	21.425936	47
ATP11A	ENSG00000068650	R-HSA-168256	Immune System	10	-5.4153814	-21.09622	31
ATP11B	ENSG00000058063	R-HSA-168256	Immune System	6	-4.8545914	-21.606009	31
ATP1B1	ENSG00000143153	R-HSA-1643685	Disease	14	-12.456217	-2.9895167	3
ATP1B2	ENSG00000129244	R-HSA-1643685	Disease	3	-12.901896	-2.6130517	3
ATP1B3	ENSG00000069849	R-HSA-1643685	Disease	1	-12.966017	-3.049226	3
ATP2A1	ENSG00000196296	R-HSA-162582	Signal Transduction	5	5.206832	-14.268918	10
ATP2A2	ENSG00000174437	R-HSA-162582	Signal Transduction	9	5.538874	-14.238442	10
ATP2A3	ENSG00000074370	R-HSA-162582	Signal Transduction	4	5.4344096	-15.014579	10
ATP5F1B	ENSG00000110955	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	1	9.66047	3.3815303	-1
ATP5F1D	ENSG00000099624	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	1	9.69258	3.228017	-1
ATP5F1E	ENSG00000124172	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	4	9.724816	3.3183992	-1
ATP5MC1	ENSG00000159199	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	2	9.839306	3.2657363	-1
ATP5MC2	ENSG00000135390	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	2	9.82282	3.124121	-1
ATP5MG	ENSG00000167283	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	3	9.882892	3.1544952	-1
ATP5MK	ENSG00000173915	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	1	9.875931	3.2391162	-1
ATP5PF	ENSG00000154723	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	5	9.778963	3.320417	-1
ATP5PO	ENSG00000241837	R-HSA-163210;R-HSA-8949613	Formation of ATP by chemiosmotic coupling;Cristae formation	1	9.822592	3.1490402	-1
ATP6V0A1	ENSG00000033627	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-1266738;R-HSA-9857377;R-HSA-917937;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Developmental Biology;Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy;Iron uptake and transport;Signaling by Receptor Tyrosine Kinases	1	5.882952	1.3440819	53
ATP6V0A4	ENSG00000105929	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-917937;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Iron uptake and transport;Signaling by Receptor Tyrosine Kinases	1	6.1108212	1.3685236	-1
ATP6V0B	ENSG00000117410	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-1266738;R-HSA-9857377;R-HSA-917937;R-HSA-9711097;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Developmental Biology;Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy;Iron uptake and transport;Cellular response to starvation;Signaling by Receptor Tyrosine Kinases	1	5.4623957	1.0917636	53
ATP6V1B2	ENSG00000147416	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-1266738;R-HSA-9857377;R-HSA-917937;R-HSA-9639288;R-HSA-9711097;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Developmental Biology;Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy;Iron uptake and transport;Amino acids regulate mTORC1;Cellular response to starvation;Signaling by Receptor Tyrosine Kinases	1	5.202998	0.7575632	53
ATP6V1D	ENSG00000100554	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-1266738;R-HSA-9857377;R-HSA-917937;R-HSA-9639288;R-HSA-9711097;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Developmental Biology;Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy;Iron uptake and transport;Amino acids regulate mTORC1;Cellular response to starvation;Signaling by Receptor Tyrosine Kinases	1	5.081003	0.85391724	53
ATP6V1G3	ENSG00000151418	R-HSA-162582;R-HSA-917977;R-HSA-168256;R-HSA-917937;R-HSA-9639288;R-HSA-9711097;R-HSA-9006934	Signal Transduction;Transferrin endocytosis and recycling;Immune System;Iron uptake and transport;Amino acids regulate mTORC1;Cellular response to starvation;Signaling by Receptor Tyrosine Kinases	9	5.629854	0.7530224	53
